price_eur,location,city,governorate,Area,room,bathroom,age,state,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
139500,Riadh al Andalous,Ariana Ville,Ariana,124.0,3,2,0,2,6.32498837542227,1,0,1,0,0,0,1,0,1,1,1
139500,Ben Arous,Ben Arous,Ben Arous,124.0,3,2,1,1,8.52272122231779,1,0,1,0,0,0,1,0,1,1,1
124000,El Kantaoui,Hammam Sousse,Sousse,123.0,2,1,1,1,113.681036216882,0,0,0,1,0,0,0,0,0,1,1
108500,Gammarth Village,La Marsa,tunis,123.0,2,1,1,1,17.7221901283016,1,0,0,0,0,0,0,0,1,1,1
82150,Cité el Ghazela,Raoued,Ariana,123.0,4,1,1,1,16.228614774176,0,0,1,0,0,0,0,0,0,1,1
74400,El Manar 1,El Menzah,tunis,123.0,4,1,1,1,5.60719012128619,0,0,0,0,0,0,1,0,0,1,0
93000,Hammamet Sud,Hammamet,Nabeul,122.0,2,1,0,2,65.4597220191691,0,0,0,0,0,1,1,0,1,1,1
93000,Hammam Sousse,Hammam Sousse,Sousse,121.0,3,1,1,1,113.681036216882,0,0,0,0,0,0,1,0,1,1,1
434000,Carthage,Carthage,tunis,120.0,3,2,1,1,16.956028959712,0,0,0,0,0,0,0,0,0,0,0
303800,Sidi Bousaid,Carthage,tunis,120.0,3,2,5,0,18.4282515217891,0,0,0,1,1,0,0,0,0,1,1
161200,Cité El Khalil,La Marsa,tunis,120.0,3,2,2,1,16.2581719077444,1,0,0,0,0,0,0,0,1,1,1
148800,Hammamet Nord,Hammamet,Nabeul,120.0,3,2,1,2,65.4597220191691,0,0,0,0,0,0,0,0,1,1,1
145700,El Menzah 9,El Menzah,tunis,120.0,3,1,3,1,4.6317218774898,0,0,0,0,0,0,0,0,1,0,0
139500,Hammamet,Hammamet,Nabeul,120.0,3,1,0,2,65.4597220191691,1,0,0,0,0,0,1,0,1,1,1
124000,Chotrana 1,La Soukra,Ariana,120.0,3,2,2,2,10.5838345276188,1,0,1,0,0,0,0,0,1,1,1
124000,Cité El Wafa,Nabeul,Nabeul,120.0,3,1,2,1,72.8250683705131,0,0,0,0,0,1,1,1,1,1,1
120900,Hammam Sousse,Hammam Sousse,Sousse,120.0,3,2,1,1,113.681036216882,0,0,1,0,0,0,1,0,1,1,1
108500,Les Jardins d'El Menzah 1,Ariana Ville,Ariana,120.0,3,2,1,1,6.32498837542227,0,0,0,0,0,0,0,0,1,1,1
106950,Cité Ennasr 1,Ariana Ville,Ariana,120.0,3,2,3,1,6.32498837542227,0,0,1,0,0,0,0,0,1,1,1
105400,El Menzah 1,El Menzah,tunis,120.0,3,2,3,1,4.6317218774898,1,0,1,0,0,0,1,0,0,1,1
102300,Bou Mhel,Boumhel Bassatine,Ben Arous,120.0,3,1,1,1,30.8152660477654,0,0,0,0,0,0,1,0,1,1,0
102300,Tantana,Akouda,Sousse,120.0,3,2,1,1,106.548261243044,1,0,0,0,0,0,1,0,0,1,1
99200,Les Jardins d'El Menzah 1,Ariana Ville,Ariana,120.0,3,2,2,1,6.32498837542227,1,0,1,0,0,0,1,0,0,1,1
99200,Sahloul,Sousse Ville,Sousse,120.0,3,2,1,1,118.316885677645,0,0,1,0,0,0,1,0,1,1,1
99200,Carthage Byrsa,Carthage,tunis,120.0,3,1,1,1,16.956028959712,0,0,0,0,0,0,0,0,1,0,0
86800,Riadh al Andalous,Ariana Ville,Ariana,120.0,3,2,1,1,6.32498837542227,0,0,0,0,0,0,0,0,0,0,0
80600,Sahloul,Sousse Ville,Sousse,120.0,3,2,1,1,118.316885677645,0,0,1,0,0,0,0,0,1,1,1
77500,La Soukra,La Soukra,Ariana,120.0,3,3,1,1,11.3450822580238,0,0,0,0,0,0,0,0,0,0,0
72850,Ain Zaghouan Sud,La Marsa,tunis,120.0,3,1,3,1,17.7221901283016,0,0,1,0,0,0,1,0,0,1,0
68200,Cité Ennkhilet,Raoued,Ariana,120.0,3,2,1,1,9.61185093716481,0,0,0,0,0,0,0,0,1,1,0
66650,Borj Cedria,Hammam Chatt,Ben Arous,120.0,3,1,1,2,84.0939684559097,1,0,0,1,0,0,1,0,1,1,1
62930,Gabès,Gabès Ville,Gabès,120.0,3,1,0,2,320.024004872965,1,0,0,0,0,0,1,0,1,1,1
57350,Montfleury,Tunis,tunis,120.0,2,1,1,1,1.55334814643007,0,0,0,0,0,0,0,0,0,0,0
55800,El Omrane Supérieur,El Omrane Superieur,tunis,120.0,3,1,1,1,2.19113226059161,0,0,1,0,0,0,0,0,0,1,1
54250,Borj Louzir,La Soukra,Ariana,120.0,3,2,2,1,11.3450822580238,1,0,1,0,0,0,0,0,1,1,1
48992,Sidi Hassine,Sidi Hassine,tunis,120.0,3,1,0,2,2.19113226059161,1,0,0,0,0,0,1,0,1,1,1
46500,Rades Medina,Rades,Ben Arous,120.0,3,1,1,1,11.3920349533352,0,0,0,0,0,0,1,0,0,1,1
32550,Sakiet Ezzit,Sakiet Ezzit,Sfax,120.0,3,1,1,1,228.701487660566,0,0,0,0,0,0,0,0,0,0,0
139500,Cité Ennasr 2,Ariana Ville,Ariana,120.0,3,1,1,2,6.32498837542227,0,0,0,0,0,0,0,0,1,1,1
139500,Riadh al Andalous,Ariana Ville,Ariana,120.0,3,2,0,2,6.32498837542227,0,0,1,0,0,0,1,0,1,1,1
139500,Bou Mhel,Boumhel Bassatine,Ben Arous,120.0,3,1,1,1,30.8152660477654,0,0,0,0,0,0,0,0,0,0,0
139500,Mornag,Mornag,Ben Arous,120.0,3,2,1,1,18.3799491860473,1,0,0,0,1,0,0,0,0,0,0
139500,Cité El Wafa,Nabeul,Nabeul,120.0,3,2,1,1,69.0858031152465,1,0,1,0,0,1,1,0,1,1,1
139500,Hammamet,Hammamet,Nabeul,120.0,3,2,1,1,65.4597220191691,0,0,0,0,0,1,0,1,1,0,1
139500,Sahloul,Sousse Jaouhara,Sousse,120.0,3,1,0,1,117.273190424209,0,0,0,0,0,0,1,0,1,0,0
139500,Montplaisir,Tunis,tunis,120.0,3,2,3,1,1.08757554262964,0,0,1,0,0,0,0,0,0,0,0
139500,El Omrane,El Omrane,tunis,120.0,3,1,5,1,1.87731867223034,0,0,0,0,0,0,0,0,0,1,0
139500,La Marsa,La Marsa,tunis,120.0,3,1,1,1,17.7221901283016,0,0,0,0,0,0,0,1,1,1,1
139500,Le Bardo,Le Bardo,tunis,120.0,3,2,3,1,327.765254316544,1,0,1,0,1,0,1,0,1,1,1
139500,Cité Olympique,Cité El Khadra,tunis,120.0,3,2,2,1,3.39976474861725,1,0,1,0,0,0,0,0,0,1,1
88350,Cité El Wafa,Nabeul,Nabeul,119.0,2,2,1,1,72.8250683705131,0,0,0,0,0,1,1,0,1,1,1
77500,El Manar 1,El Menzah,tunis,119.0,3,1,1,1,4.6317218774898,0,0,0,0,0,0,0,0,1,0,1
65100,Nouvelle Medina,Nouvelle Medina,Ben Arous,119.0,3,1,2,1,1.93004994234137,0,0,1,0,0,0,1,0,0,1,0
57040,Cité Bou Mhel,Boumhel Bassatine,Ben Arous,119.0,3,1,3,0,30.8152660477654,0,0,0,0,0,0,0,0,0,0,0
46500,Bab El Khadra,Tunis,tunis,119.0,3,1,1,2,2.19113226059161,0,0,0,0,0,0,0,0,1,0,0
139500,Nouvelle Medina,Nouvelle Medina,Ben Arous,119.0,3,1,2,1,10.5173374294133,1,0,1,0,1,0,0,0,1,1,1
86800,Cité Erriadh,La Marsa,tunis,118.0,3,2,2,1,17.7221901283016,1,0,0,0,0,0,1,0,1,1,1
50840,Meghira Centre,Fouchana,Ben Arous,118.0,3,2,0,2,11.6117432152908,1,0,0,0,0,0,1,0,1,1,1
139500,Borj Louzir,La Soukra,Ariana,118.0,3,2,1,1,7.27222631549826,0,0,0,0,0,0,0,0,0,0,0
139500,Borj Louzir,La Soukra,Ariana,118.0,3,2,3,1,7.27222631549826,0,0,0,0,0,0,0,0,1,0,1
139500,Cité Bou Akroucha,Mohamadia,Ben Arous,118.0,3,2,1,1,20.0844676720072,1,0,0,0,0,0,0,0,0,1,0
148800,Les Berges Du Lac 2,La Marsa,tunis,117.0,2,2,0,2,12.8858498428236,1,0,0,0,0,0,1,0,1,1,1
108500,Ain Zaghouan Sud,La Marsa,tunis,117.0,3,2,1,1,11.6635480877736,0,0,0,0,0,0,0,0,1,1,1
102300,Gammarth,La Marsa,tunis,117.0,3,2,1,1,17.051905570475,1,0,0,0,0,0,0,0,1,1,1
100750,Gammarth Village,La Marsa,tunis,117.0,2,1,1,1,17.7221901283016,1,0,0,0,0,0,0,0,1,1,1
74400,Bou Mhel,Boumhel Bassatine,Ben Arous,117.0,3,2,2,1,20.6793408152597,1,0,0,0,1,0,1,0,1,1,1
80600,Bhar Lazreg,La Marsa,tunis,116.0,3,1,1,1,17.7221901283016,1,0,1,0,0,0,1,0,1,1,1
74400,El Menzah 6,Ariana Ville,Ariana,116.0,3,1,1,1,4.96693011350742,0,0,0,0,0,0,0,0,0,1,0
139500,Le Kram,Le Kram,tunis,116.0,3,1,0,2,14.8369415778658,1,0,0,0,0,0,0,0,0,1,1
186000,Khaznadar,Le Bardo,tunis,115.0,3,1,1,1,5.54992694975533,0,0,0,0,0,0,0,0,0,0,0
116250,Hammamet Nord,Hammamet,Nabeul,115.0,3,1,1,1,65.4597220191691,1,0,1,0,0,0,0,0,0,1,1
105400,La Marsa,La Marsa,tunis,115.0,3,2,1,1,17.7221901283016,0,0,0,0,0,0,0,0,0,0,1
99820,Cité El Wafa,Nabeul,Nabeul,115.0,2,2,1,1,72.8250683705131,0,0,0,0,0,1,1,0,1,1,1
89900,Le Bardo,Le Bardo,tunis,115.0,2,1,3,1,5.30148623956287,0,0,0,0,0,0,0,0,0,0,0
86490,Ezzahra,Ezzahra,Ben Arous,115.0,3,2,2,2,9.53373908202624,0,0,1,1,0,0,1,0,1,1,1
86180,Cité Ennkhilet,Raoued,Ariana,115.0,3,2,0,2,7.98973024118805,1,0,0,0,0,0,1,0,1,1,1
77500,Sidi Salah,La Soukra,Ariana,115.0,3,2,1,2,11.3450822580238,0,0,1,0,0,0,0,0,0,1,1
69750,Ariana,Ariana Ville,Ariana,115.0,3,1,3,1,6.32498837542227,0,0,1,0,0,0,0,0,0,1,1
139500,Riadh al Andalous,Ariana Ville,Ariana,115.0,3,1,1,1,8.17972072106698,0,0,1,0,0,0,1,0,1,1,1
139500,Hammamet Nord,Hammamet,Nabeul,115.0,3,2,1,1,65.4597220191691,0,0,0,1,0,0,1,0,1,0,0
139500,Hammam Sousse,Hammam Sousse,Sousse,115.0,3,1,1,1,113.425986263756,0,0,0,0,0,1,0,0,0,0,0
139500,El Menzah 9,El Menzah,tunis,115.0,3,2,4,1,6.40986136903085,0,0,0,0,0,0,0,0,0,1,0
108500,Montfleury,Tunis,tunis,114.0,3,1,6,1,2.47891688701212,0,0,0,0,0,0,0,0,0,1,1
139500,El Mourouj 1,El Mourouj,Ben Arous,114.0,3,2,1,1,10.6519988767836,0,0,0,0,0,0,0,0,0,0,0
139500,Hammamet,Hammamet,Nabeul,114.0,2,2,1,2,65.4597220191691,0,0,0,0,0,0,0,0,0,0,0
186000,Khaznadar,Le Bardo,tunis,113.0,3,1,1,1,5.54992694975533,0,0,0,0,0,0,0,0,1,1,1
85250,Ain Zaghouan Nord,La Marsa,tunis,113.0,2,1,1,1,17.7221901283016,0,0,0,0,0,0,0,0,1,0,0
38750,Monastir Ville,Monastir Ville,Monastir,113.0,3,2,3,0,134.077396594029,0,0,0,0,0,0,0,0,0,0,0
49600,Nouvelle Medina,Nouvelle Medina,Ben Arous,112.0,3,1,2,1,9.39472157312407,0,0,0,0,1,0,0,0,1,0,0
23250,Cité El Ferchichi,Boumhel Bassatine,Ben Arous,112.0,3,2,1,1,30.8152660477654,0,0,0,0,0,0,0,0,0,0,0
120280,Hammamet,Hammamet,Nabeul,111.0,3,2,1,2,65.6568282710666,0,0,0,0,0,0,0,0,0,1,0
108655,Hammamet,Hammamet,Nabeul,111.0,3,2,1,1,65.4597220191691,0,0,0,0,0,0,0,0,0,1,0
45317,Sidi Hassine,Sidi Hassine,tunis,111.0,3,1,0,2,2.19113226059161,1,0,0,0,0,0,1,0,1,1,1
142600,Sahloul,Sousse Jaouhara,Sousse,110.0,3,1,1,2,117.273190424209,0,0,0,0,0,0,1,0,1,1,1
102300,El Manar 1,El Menzah,tunis,110.0,2,2,1,1,5.60719012128619,0,0,0,0,0,0,0,0,0,1,1
89900,El Manar 2,El Menzah,tunis,110.0,3,2,1,1,4.6317218774898,1,0,0,0,0,0,0,0,1,1,1
85250,Riadh al Andalous,Ariana Ville,Ariana,110.0,3,2,3,1,6.32498837542227,0,0,1,0,0,0,0,0,1,1,0
85250,El Menzah 9,El Menzah,tunis,110.0,3,1,1,1,6.40986136903085,0,0,0,0,0,0,0,0,0,1,1
83700,El Menzah 5,Ariana Ville,Ariana,110.0,3,1,1,1,6.32498837542227,0,0,0,0,0,0,1,0,0,0,0
77500,Bellevue,El Ouardia,tunis,110.0,4,2,3,1,4.97542612901849,1,0,0,0,0,0,0,0,0,0,0
69750,El Menzah 7,Ariana Ville,Ariana,110.0,3,1,1,1,6.32498837542227,1,0,0,0,0,0,1,0,1,1,1
66646,Djerba,Djerba,Djerba,110.0,3,1,0,2,339.310366731614,1,0,0,0,0,1,0,0,1,0,0
63240,Borj Cedria,Hammam Chatt,Ben Arous,110.0,3,1,1,1,84.0946305610268,0,0,0,0,0,0,1,0,0,1,1
57350,Nouvelle Medina,Nouvelle Medina,Ben Arous,110.0,3,1,1,1,1.93004994234137,0,0,0,0,0,0,0,0,0,0,0
55800,El Menzah 7,Ariana Ville,Ariana,110.0,3,1,5,0,6.32498837542227,0,0,1,0,0,0,1,0,0,0,0
54250,El Omrane Supérieur,El Omrane Superieur,tunis,110.0,3,1,1,1,2.19113226059161,0,0,0,0,0,0,1,0,0,0,0
52700,Cité Essalem,Boumhel Bassatine,Ben Arous,110.0,3,2,1,1,30.8152660477654,0,0,0,0,0,0,0,0,1,0,0
52700,Bizerte Centre Ville,Bizerte Nord,Bizerte,110.0,3,1,1,1,61.5759176301761,0,0,0,0,0,0,0,0,0,0,0
51150,La Soukra,La Soukra,Ariana,110.0,3,1,1,1,11.3450822580238,1,0,0,0,0,0,0,0,1,1,1
43400,El Mourouj 3,El Mourouj,Ben Arous,110.0,3,1,1,1,15.2468224381805,0,0,0,0,0,0,0,0,0,0,0
37200,El Mourouj 1,El Mourouj,Ben Arous,110.0,3,1,1,1,15.2468224381805,1,0,0,0,0,0,0,0,0,0,0
139500,Cité de la Sante,Ariana Ville,Ariana,110.0,3,1,3,1,6.32498837542227,0,0,0,0,0,0,1,0,0,0,0
139500,Cité Ennour Jaafar,Raoued,Ariana,110.0,3,1,2,1,16.228614774176,0,0,1,0,0,0,0,0,0,1,1
139500,El Menzah 7,Ariana Ville,Ariana,110.0,3,2,1,1,6.32498837542227,0,0,0,0,0,0,0,0,0,1,0
139500,Cité Ennacim 1,Mohamadia,Ben Arous,110.0,3,1,2,2,20.0844676720072,1,0,0,0,0,0,0,0,1,1,1
139500,Route Manzel Chaker,Sfax Ville,Sfax,110.0,3,1,5,1,12.5255127830913,0,0,0,0,0,0,0,0,0,0,0
94860,Cité El Wafa,Nabeul,Nabeul,109.0,2,2,0,2,72.8250683705131,1,0,1,1,1,1,1,0,1,1,1
62000,Borj Louzir,La Soukra,Ariana,109.0,3,1,3,1,11.3450822580238,0,0,0,0,0,0,0,0,1,0,0
111600,Cité El Wafa,Nabeul,Nabeul,108.0,2,2,0,2,68.8565819832866,1,0,1,1,1,1,1,0,1,1,1
111600,Aouina,La Marsa,tunis,108.0,3,2,1,2,17.7221901283016,0,0,1,0,0,0,1,0,1,1,1
99200,Bhar Lazreg,La Marsa,tunis,108.0,3,2,1,2,17.7221901283016,0,0,0,0,0,0,0,0,1,1,0
40300,Cité El Agba,Monastir Ville,Monastir,108.0,3,2,1,1,135.504531223215,1,0,0,0,0,0,0,0,0,0,0
93000,La Marsa,La Marsa,tunis,107.0,3,2,1,1,17.7221901283016,0,0,0,0,0,0,0,0,1,0,0
60450,Cité Ennkhilet,Raoued,Ariana,107.0,3,1,1,1,9.61185093716481,0,0,1,0,0,0,1,0,1,1,1
55490,Bab Bhar,Tunis,tunis,107.0,3,1,1,1,2.19113226059161,0,0,0,0,0,0,0,0,0,0,0
139500,El Menzah 9,El Menzah,tunis,107.0,3,2,2,1,4.6317218774898,0,0,0,0,0,0,0,0,0,1,1
217000,La Marsa,La Marsa,tunis,106.0,4,2,1,2,17.7221901283016,0,0,0,0,0,0,0,0,0,0,0
97650,Les Jardins d'El Menzah 1,Ariana Ville,Ariana,106.0,3,2,2,1,6.32498837542227,0,0,1,0,0,0,1,0,1,1,1
75950,Riadh al Andalous,Ariana Ville,Ariana,106.0,3,2,1,1,6.32498837542227,1,0,0,0,0,0,0,0,1,1,0
42780,Borj Louzir,La Soukra,Ariana,106.0,3,1,1,1,11.3450822580238,0,0,0,0,0,0,1,0,0,0,0
41075,Borj Cedria,Hammam Chatt,Ben Arous,106.0,3,1,1,2,29.7217958814648,0,0,1,0,0,0,0,0,0,0,0
139500,Ezzouhour 5,El Hrairia,tunis,106.0,3,2,1,1,2.19113226059161,1,0,0,0,0,0,0,0,1,0,0
139500,Ezzouhour 5,El Hrairia,tunis,106.0,3,2,1,1,17.7221901283016,1,0,0,0,0,0,0,0,1,0,0
77500,Cité El Wafa,Nabeul,Nabeul,105.0,2,1,2,1,68.8565819832866,0,0,1,0,0,1,1,1,1,1,1
74400,El Menzah 1,El Menzah,tunis,105.0,3,1,3,1,3.80633013736783,0,0,0,0,0,0,0,0,0,0,0
46500,El Mourouj 1,El Mourouj,Ben Arous,105.0,3,1,1,1,15.2468224381805,0,0,0,0,0,0,0,0,0,0,0
42780,El Mourouj 1,El Mourouj,Ben Arous,105.0,3,1,4,1,10.6519988767836,0,0,0,0,1,0,0,0,0,0,1
139500,Bab Bhar,Tunis,tunis,105.0,3,2,1,1,1.0363590559914,0,0,0,0,0,0,0,0,0,0,0
77190,Ezzahra,Ezzahra,Ben Arous,104.0,3,2,1,1,9.53373908202624,0,0,0,0,0,0,1,0,1,1,1
139500,Ben Arous,Ben Arous,Ben Arous,104.0,3,2,1,1,5.79063571012456,0,0,0,0,0,0,0,0,1,1,0
60450,La Pecherie,Bizerte Sud,Bizerte,103.0,3,2,1,2,76.3193735563293,1,0,0,0,0,0,0,0,1,0,1
45570,Cité Bou Mhel,Boumhel Bassatine,Ben Arous,102.0,3,2,4,0,30.8152660477654,0,0,0,0,0,0,0,0,0,0,0
44950,Denden,La Manouba,La Manouba,102.0,3,1,2,1,11.7982038755007,0,0,0,0,0,0,0,0,1,1,1
88660,Nabeul,Nabeul,Nabeul,101.0,2,1,0,2,72.8250683705131,0,0,1,0,0,1,1,0,1,1,1
83700,Hammamet Nord,Hammamet,Nabeul,101.0,3,1,1,1,65.4597220191691,0,0,0,0,0,0,0,0,0,1,0
29450,Le Kram,Le Kram,tunis,101.0,3,1,3,1,12.5789378415602,0,0,1,0,0,0,1,0,1,1,0
139500,Ettahrir 2,Ettahrir,tunis,101.0,3,1,4,1,17.7221901283016,0,0,1,0,0,0,0,0,1,0,1
263500,Hammamet,Hammamet,Nabeul,100.0,1,1,1,1,65.4597220191691,1,0,0,1,0,0,0,1,1,1,1
142600,Djerba,Djerba,Djerba,100.0,3,2,2,1,336.063533301856,0,0,0,0,0,1,0,1,1,0,1
124000,Hammamet,Hammamet,Nabeul,100.0,4,1,1,1,65.4597220191691,1,0,0,1,0,0,0,0,1,0,0
108500,Hammamet Nord,Hammamet,Nabeul,100.0,3,2,1,1,68.1327730498967,0,0,0,0,0,0,0,0,0,1,1
108500,Sidi Bousaid,Carthage,tunis,100.0,3,2,0,2,16.956028959712,0,0,0,0,0,0,0,0,1,1,1
108500,El Menzah 9,El Menzah,tunis,100.0,3,2,2,1,4.6317218774898,0,0,1,0,0,0,0,0,1,1,1
89900,La Marsa,La Marsa,tunis,100.0,4,1,1,1,14.249053168265,1,0,0,0,0,0,0,0,0,0,0
85250,Cité Jardins,Cité El Khadra,tunis,100.0,3,1,3,1,5.34160174854717,0,0,1,0,0,0,1,0,1,1,1
83700,El Menzah 7,Ariana Ville,Ariana,100.0,3,1,3,0,6.32498837542227,0,0,0,0,0,0,0,0,0,0,0
77500,Cité de l'aéroport,La Soukra,Ariana,100.0,3,1,1,1,11.3450822580238,0,0,0,0,0,0,0,0,0,0,0
77500,Hammamet,Hammamet,Nabeul,100.0,3,2,1,1,65.4597220191691,0,0,0,0,0,0,0,0,1,1,1
74400,Aouina,La Marsa,tunis,100.0,2,2,1,1,17.7221901283016,0,0,0,0,0,0,0,0,0,0,0
62000,Ariana,Ariana Ville,Ariana,100.0,3,1,1,1,6.32498837542227,0,0,0,0,0,0,0,0,1,1,1
62000,Sfax El Jadida,Sfax Ville,Sfax,100.0,3,1,1,2,232.766247914498,0,0,0,0,0,0,0,0,1,1,1
60450,Bizerte Hached,Bizerte Sud,Bizerte,100.0,2,1,1,2,76.3193735563293,1,0,0,0,0,0,0,1,1,0,1
58280,Ain Zaghouan Nord,La Marsa,tunis,100.0,3,1,1,1,12.8858498428236,0,0,0,0,0,0,0,0,0,1,0
55800,Cité Olympique,Cité El Khadra,tunis,100.0,3,2,5,1,3.72434473329415,0,0,0,0,0,0,0,0,0,0,0
54250,Nouvelle Medina,Nouvelle Medina,Ben Arous,100.0,3,2,2,1,9.85263160646538,1,0,0,0,1,0,0,0,1,0,0
54250,Nouvelle Medina,Nouvelle Medina,Ben Arous,100.0,3,2,2,1,1.93004994234137,1,0,0,0,1,0,0,0,1,0,0
49600,Bir El Bey,Hammam Chatt,Ben Arous,100.0,3,2,4,1,84.0946305610268,0,0,0,0,1,0,0,0,0,0,0
49290,La Medina,Kairouan Ville,tunis,100.0,3,1,1,2,1.42967325664149,0,0,0,0,0,0,0,0,1,1,0
48050,Village Mediterranee,Rades,Ben Arous,100.0,3,2,4,1,11.3920349533352,0,0,0,0,0,0,0,0,0,0,1
48050,Village Mediterranee,Rades,Ben Arous,100.0,3,1,1,1,11.3920349533352,1,0,1,0,0,0,0,0,1,0,1
46500,Borj Louzir,La Soukra,Ariana,100.0,3,1,2,1,11.3450822580238,0,0,0,0,0,0,1,0,1,1,1
46500,El Ouardia,El Ouardia,tunis,100.0,3,1,3,1,4.97542612901849,1,0,1,0,1,0,1,0,0,1,1
43400,Bizerte,Bizerte Nord,Bizerte,100.0,3,1,1,1,61.5759176301761,0,0,0,0,0,0,0,0,0,0,0
43400,Cité du Jardin,Ettahrir,tunis,100.0,3,1,5,1,5.89862062789915,0,0,0,0,0,0,0,0,0,0,0
40300,Sousse Jaouhara,Sousse Jaouhara,Sousse,100.0,3,2,1,1,117.273190424209,0,0,0,0,0,0,0,0,1,0,0
38750,El Mourouj 1,El Mourouj,Ben Arous,100.0,3,1,2,1,15.2468224381805,0,0,1,0,0,0,0,0,0,0,0
37200,El Mourouj 5,El Mourouj,Ben Arous,100.0,3,1,1,1,15.2468224381805,0,0,0,0,0,0,0,0,0,0,0
139500,Raoued,Raoued,Ariana,100.0,2,1,0,2,16.228614774176,0,0,0,0,0,0,0,0,0,0,0
139500,Cité de la Republique,Mnihla,Ariana,100.0,3,1,1,1,9.15165203481795,0,0,0,0,0,0,0,0,0,0,0
139500,Bou Mhel,Boumhel Bassatine,Ben Arous,100.0,3,1,1,1,30.8152660477654,0,0,0,0,0,0,0,0,0,0,0
139500,Borj Cedria,Hammam Chatt,Ben Arous,100.0,3,1,1,1,84.0946305610268,0,0,0,0,0,0,0,0,0,0,0
139500,Hammamet Nord,Hammamet,Nabeul,100.0,3,1,0,2,65.4597220191691,1,0,1,1,0,1,1,0,1,1,1
139500,Cité du Jardin 1,Sfax Ville,Sfax,100.0,3,2,1,1,12.5255127830913,0,0,0,0,0,0,0,0,0,0,0
139500,El Menzah 9,El Menzah,tunis,100.0,3,2,3,1,6.40986136903085,0,0,1,0,1,0,1,0,0,1,0
139500,Habib Thameur,Tunis,tunis,100.0,4,1,1,1,2.19113226059161,0,0,0,0,0,0,0,0,0,1,0
139500,Bab Alioua,Tunis,tunis,100.0,3,1,1,1,327.765254316544,0,0,0,0,0,0,0,0,0,0,0
139500,Le Bardo,Le Bardo,tunis,100.0,3,1,3,0,5.30148623956287,0,0,0,0,0,0,0,0,0,0,0
88350,Mutuelle Ville,El Menzah,tunis,99.0,3,2,2,1,16.2286147741773,0,0,1,0,0,0,1,0,0,1,1
80600,Cité de la Plage,Hammam Sousse,Sousse,98.0,3,2,4,1,113.681036216882,0,0,1,0,0,0,1,0,1,1,1
55180,Bou Mhel,Boumhel Bassatine,Ben Arous,97.0,3,1,4,1,30.8152660477654,0,0,0,0,0,0,0,0,0,0,0
139500,Hammamet,Hammamet,Nabeul,97.0,1,1,1,1,65.4597220191691,1,0,0,0,0,0,0,0,0,0,0
125550,Les Jardins de Carthage,Le Kram,tunis,95.0,3,2,1,1,13.3921571408067,1,0,0,0,0,0,0,0,0,0,0
92566,Djerba,Djerba,Djerba,95.0,2,1,0,2,336.063533301856,0,0,0,0,0,1,0,0,1,0,0
79050,Cité El Wafa,Nabeul,Nabeul,95.0,2,1,0,2,72.8250683705131,0,0,1,1,1,1,1,0,1,1,1
49600,Bab Bhar,Tunis,tunis,95.0,3,1,5,1,0.824021409838618,0,0,0,0,0,0,0,0,1,0,0
43090,Fouchana,Fouchana,Ben Arous,95.0,4,1,2,1,11.6117432152908,0,0,0,0,0,0,0,0,0,0,0
139500,Fouchana,Fouchana,Ben Arous,95.0,3,2,1,1,11.6117432152908,0,0,0,0,0,0,0,0,1,0,0
139500,Cité Ezzitoun 1,Fouchana,Ben Arous,95.0,3,2,1,1,11.6117432152908,0,0,0,0,0,0,0,0,0,0,0
139500,Bab Bhar,Tunis,tunis,95.0,3,1,3,1,0.69433198023843,0,0,0,0,0,0,0,0,0,1,0
139500,Sousse Corniche,Sousse Ville,Sousse,94.0,2,1,1,2,119.814452764092,1,0,1,0,0,0,1,0,1,1,1
86490,El Kantaoui,Hammam Sousse,Sousse,93.0,2,1,1,2,110.492412127461,1,0,1,1,1,0,1,0,1,1,1
74400,Nabeul,Nabeul,Nabeul,93.0,2,1,1,2,72.8250683705131,0,0,1,0,0,1,0,0,1,1,1
60450,Rades Meliane,Rades,Ben Arous,91.0,3,1,1,1,11.3920349533352,0,0,0,0,0,0,0,0,0,1,0
55800,Borj Cedria,Hammam Chatt,Ben Arous,91.0,3,1,1,1,29.7217958814648,0,0,0,0,0,0,0,0,0,0,0
66650,Hammamet,Hammamet,Nabeul,90.0,1,1,0,2,65.4597220191691,0,0,0,1,0,0,0,0,1,1,1
66650,Hammamet,Hammamet,Nabeul,90.0,1,1,1,2,65.4597220191691,0,0,0,0,0,0,0,0,1,1,0
49600,El Mourouj 6,El Mourouj,Ben Arous,90.0,3,1,1,1,15.2468224381805,0,0,0,0,0,0,1,0,0,0,0
46500,Hammamet,Hammamet,Nabeul,90.0,2,1,1,2,65.4597220191691,0,0,0,0,0,0,0,0,0,0,0
38750,Cité El Behi Ladghem,La Soukra,Ariana,90.0,3,1,1,1,11.3450822580238,0,0,0,0,0,0,0,0,1,0,0
139500,El Manar 2,El Menzah,tunis,90.0,3,1,4,0,4.6317218774898,0,0,1,0,0,0,0,0,0,0,0
92845,Hammamet Sud,Hammamet,Nabeul,88.0,1,1,1,2,65.4597220191691,0,0,1,0,0,1,0,0,1,1,1
62000,El Menzah 7,Ariana Ville,Ariana,88.0,2,2,1,1,6.32498837542227,0,0,0,0,0,0,0,0,0,0,0
